id,responsable,campaña,fecha,latitud,longitud,rio,altura (msnm),velocidad_media (m/s),caudal (m3/s),conductividad específica (t ref. 25°c) (us/cm),oxígeno disuelto (mg/l o2),ph (u ph),sólidos disueltos totales (mg/l),sólidos suspendidos totales (mg/l),sólidos totales (mg/l),temperatura (c),calcio disuelto (mg/l ca),calcio total (mg/l ca),dureza total (mg/l caco3),magnesio disuelto (mg/l mg),magnesio total (mg/l mg),potasio disuelto (mg/l k),potasio total (mg/l k),sodio disuelto (mg/l na),sodio total (mg/l na),demanda bioquímica de oxígeno (mg/l o2),demanda química de oxígeno (mg/l o2),arsenico disuelto (ug/l as),arsenico total (ug/l as),cadmio disuelto (ug/l cd),cadmio total (ug/l cd),cobre disuelto (ug/l cu),cobre total (ug/l cu),cromo disuelto (ug/l cr),cromo total (ug/l cr),hierro disuelto (ug/l fe),hierro total (ug/l fe),manganeso disuelto (ug/l mn),manganeso total (ug/l mn),mercurio disuelto (ug/l hg),mercurio total (ug/l hg),niquel disuelto (ug/l ni),niquel total (ug/l ni),plata disuelto (ug/l ag),plata total (ug/l ag),plomo disuelto (ug/l pb),plomo total (ug/l pb),zinc disuelto (ug/l zn),zinc total (ug/l zn),arsenico suspensión (mg/kg as),cadmio suspensión (mg/kg cd),cobre suspensión (mg/kg cu),cromo suspensión (mg/kg cr),hierro suspensión (mg/kg fe),manganeso suspensión (mg/kg mn),niquel suspensión (mg/kg ni),plomo suspensión (mg/kg pb),zinc en suspensión (mg/kg zn),turbiedad (unt),plata suspensión (mg/kg ag),mercurio suspensión (mg/kg hg),ph (mv) (mv),salinidad (sal),saturación de oxígeno (%),alcalinidad total (mg/l caco3),cloruros (mg/l cl -),sulfatos (mg/l so4=),fósforo disuelto (mg/l po4),fósforo total (mg/l po4),nitrato (mg/l no3),nitrito (mg/l no2),nitrógeno amoniacal (mg/l nh4),nitrógeno total kjeldahl (mg/l n),carbono organico disuelto (mg/l),coliformes fecales (en nmp) (nmp/100 ml),coliformes totales (en nmp) (nmp/100 ml),cianuros libre (mg/l cn-),fenoles (mg/l c6h6o),sulfuros (mg/l s=),aerobios mesófilos totales (en ufc) (ufc/100 ml),coliformes fecales (en ufc) (ufc/100 ml),coliformes totales (en ufc) (ufc/100 ml),cianuros libre (cn-),sulfuros (s=),cianuros (mg/l cn-),color (u ptco),boro disuelto (ug/l b),boro total (ug/l b),selenio disuelto (ug/l se),selenio total (ug/l se),hidrocarburos totales (mg/l),boro suspensión (mg/kg b),selenio suspensión (mg/kg se),cobre total (cu),cromo disuelto (cr),cromo total (cr),hierro disuelto (fe),hierro total (fe),manganeso disuelto (mn),manganeso total (mn),mercurio disuelto (hg),mercurio total (hg),niquel disuelto (ni),niquel total (ni),plata disuelto (ag),plata total (ag),plomo disuelto (pb),plomo total (pb),selenio disuelto (se),selenio total (se),zinc disuelto (zn),zinc total (zn),fenoles (c6h6o),aerobios mesófilos totales (en ufc) (ufc/ml),hidrocarburos totales (),cadmio total (cd),cobre disuelto (cu),fósforo total (po4),arsenico total (as),boro disuelto (b),boro total (b),cadmio disuelto (cd),demanda bioquímica de oxígeno (o2),demanda química de oxígeno (o2),arsenico disuelto (as),magnesio total (mg),potasio disuelto (k),sodio disuelto (na),sulfatos (so4=),nitrato (no3),nitrito (no2),nitrógeno amoniacal (nh4),fósforo disuelto (po4),alcalinidad fenolftaleina (mg/l caco3),turbiedad (ntu),bismuto disuelto (ug/l bi),bismuto total (ug/l bi),talio disuelto (ug/l tl),talio total (ug/l tl),bismuto suspensión (mg/kg bi),talio en suspensión (mg/kg tl),presión parcial (mm hg),resistividad (ohm.cm),bismuto total (bi),talio disuelto (tl),talio total (tl),bismuto disuelto (bi),aerobios mesófilos totales (en nmp) (nmp/100 ml),cianuros (cn-),coliformes totales (en ufc) (),coliformes totales (en nmp) (),alcalinidad total (caco3),dureza total (caco3),magnesio disuelto (mg),potasio total (k),sodio total (na),nitrógeno total kjeldahl (n),aerobios mesófilos totales (en ufc) (),coliformes fecales (en nmp) (),coliformes fecales (en ufc) (),ph en laboratorio (u ph),sólidos sedimentables (ml/l),calcio disuelto (ca),calcio total (ca),cloruros (cl -),carbono orgánico total (mg/l)
1103, Unidad de Monitoreo y Centro de Datos,Mayo 2019,2019-05-15 08:50:00,-21.1516,-64.2384,Pilaya,823.0,,,918.0,8.98,8.47,544.0,3424.0,3966.0,18.5,76.0,78.5,398.67,41.9,46.2,4.52,6.53,51.1,56.4,19.0,60.0,3.0,20.0,1.0,20.0,2.0,20.0,1.0,20.0,155.0,2143.0,23.0,94.0,0.04,0.1,3.0,20.0,1.0,20.0,1.0,20.0,3.0,28.0,,,,,580.61,20.74,,,7.3,,,,-91.8,0.4,104.6,182.97,82.3,239.19,0.64,1.07,0.5,0.01,,2.32,,28.0,93.0,,0.007,1.0,16000.0,,,,,0.02,98.0,1023.0,754.0,1.0,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.68,169.0,1.0,20.0,1.0,20.0,,,199.5,1088.0,,,,,,,,,,,,,,,,,,,,,,,
1104, Unidad de Monitoreo y Centro de Datos,Mayo 2019,2019-05-14 16:10:00,-20.9136,-64.1104,Pilcomayo,618.0,0.74,100.0,701.0,8.49,8.42,390.0,3396.0,3783.0,20.8,46.7,47.4,253.53,21.7,24.7,3.51,5.15,53.6,60.2,6.0,21.0,2.0,20.0,1.0,20.0,4.0,20.0,1.0,20.0,128.0,2080.0,27.0,84.0,0.04,0.1,2.0,20.0,1.0,20.0,1.0,20.0,7.0,26.0,,,,,574.79,16.78,,,5.59,,,,-89.2,0.3,101.5,95.99,61.1,175.51,1.41,1.84,0.95,0.01,0.45,2.67,,9.0,460.0,,0.008,1.0,14000.0,,,,,0.02,112.0,389.0,262.0,1.0,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72,1100.0,1.0,20.0,1.0,20.0,,,196.2,1427.0,,,,,,,,,,,,,,,,,,,,,,,
1105, Unidad de Monitoreo y Centro de Datos,Mayo 2019,2019-05-14 06:50:00,-21.2585,-63.5109,Pilcomayo,369.0,0.648,118.0,772.0,9.04,8.3,534.0,349.0,886.0,20.1,38.45,38.85,167.5,17.03,17.46,5.26,5.5,69.18,70.0,5.0,2.0,2.0,20.0,1.0,20.0,2.0,117.0,1.0,20.0,127.0,4969.0,2.0,158.0,0.04,0.1,2.0,20.0,1.0,20.0,1.0,20.0,3.0,136.0,,,329.51,,13873.93,446.99,,,381.09,,,,-82.7,0.3,103.1,100.0,61.0,24.2,0.09,0.18,2.13,0.02,0.09,2.5,,,,0.002,0.009,0.001,300.0,50.0,70.0,,,,8.0,369.0,216.0,1.0,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,437.0,1.0,20.0,1.0,20.0,,,207.0,1295.0,,,,,,,,,,,,,,,,,,,,,,,
1106, Unidad de Monitoreo y Centro de Datos,Mayo 2019,2019-05-13 12:50:00,-22.3781,-62.5186,Pilcomayo,253.0,,136.0,793.0,8.37,7.97,486.0,2100.0,2624.0,20.2,60.0,,243.0,23.0,,4.2,,83.0,,,2.0,2.0,20.0,1.0,20.0,2.0,46.0,1.0,20.0,159.0,42843.0,33.0,817.0,0.04,0.1,2.0,22.0,1.0,20.0,1.0,23.0,1.0,167.0,,,20.95,,20325.71,373.33,9.52,8.95,79.52,,,,-63.5,0.3,94.6,135.0,72.0,196.0,0.2,,3.0,0.04,0.06,,,36.0,2400.0,,0.022,,,,,,,,6.0,345.0,218.0,1.0,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.0,1.0,20.0,1.0,20.0,,,191.7,1260.0,,,,,,,,,,,,,,,,,,,,,,,
1107, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-09 13:51:00,-22.6812,-62.2073,La Estrella,213.0,,,1199.0,9.1,8.28,818.0,4990.0,5812.0,20.7,102.0,,397.0,34.0,,5.9,,118.0,,,14.0,2.0,20.0,1.0,20.0,3.0,20.0,1.0,20.0,215.0,8434.0,68.0,153.0,0.04,0.415,2.0,20.0,1.0,20.0,1.0,25.0,1.0,20.0,,,,,1647.09,17.03,,3.83,,,,0.08,-82.8,0.5,104.3,189.0,124.0,268.0,0.2,,3.0,0.03,0.05,,,150.0,930.0,,0.027,,,,,,,,4.0,690.0,440.0,1.0,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1.0,20.0,1.0,20.0,,,211.0,835.0,,,,,,,,,,,,,,,,,,,,,,,
1108, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-09 10:15:00,-23.136,-61.964,La Estrella,203.0,,,1201.0,9.61,8.12,758.0,1800.0,2592.0,14.9,101.0,,367.0,28.0,,6.0,,107.0,,,13.0,2.0,20.0,1.0,20.0,3.0,28.0,1.0,20.0,193.0,24328.0,2.0,441.0,0.04,0.1,2.0,20.0,1.0,20.0,1.0,20.0,1.0,108.0,,,13.89,,13408.33,243.89,,,59.44,,,,-72.2,0.5,97.1,176.0,123.0,228.0,0.2,,3.0,0.03,0.05,,,230.0,11000.0,,0.022,,,,,,,,5.0,602.0,371.0,1.0,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1.0,20.0,1.0,20.0,,,198.4,832.0,,,,,,,,,,,,,,,,,,,,,,,
1109, Unidad de Monitoreo y Centro de Datos,Mayo 2019,2019-05-12 12:45:00,-24.3586,-60.3064,La Estrella,132.0,,,536.0,2.56,7.13,342.0,24.0,374.0,22.7,50.0,,198.0,18.0,,7.2,,33.0,,,12.0,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,126.0,20.0,7.0,20.0,0.04,0.1,1.0,20.0,1.0,20.0,1.0,20.0,4.0,20.0,,,,,,,,,,,,,-14.9,0.2,30.0,143.0,29.0,120.0,1.1,,4.0,0.03,0.05,,,30.0,430.0,,,,,,,,,,12.0,252.0,132.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,1.0,20.0,1.0,20.0,,,61.3,1869.0,,,,,,,,,,,,,,,,,,,,,,,
1110, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-04 15:15:00,-24.7483,-58.8331,Pilcomayo,84.0,,,5400.0,7.62,7.9,3472.0,61.5,3533.5,17.1,80.1,86.1,465.0,58.4,60.8,7.34,10.39,985.18,990.8,3.0,102.85,6.0,20.0,1.0,20.0,10.0,20.0,1.0,20.0,162.0,1457.0,243.0,209.0,0.04,0.1,2.0,20.0,1.0,20.0,1.0,20.0,2.0,20.0,,,,,21056.91,,,,,,,,-59.9,2.9,79.6,216.14,1150.0,1078.8,0.77,2.53,1.625,0.058,0.073,0.057,,,,,0.001,0.001,,4770.0,38140.0,,,,150.0,919.0,786.0,3.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28,46.6,1.0,20.0,1.0,20.0,,,164.4,184.7,,,,,11473000.0,,,,,,,,,,,,,,,,,,
1111, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-02 11:55:00,-25.2645,-57.7247,Pilcomayo,68.0,,,197.2,5.94,6.85,124.3,35.7,160.0,18.6,6.4,8.4,26.0,1.22,1.22,6.76,7.16,23.72,24.15,8.9,59.06,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,350.0,490.0,20.0,41.0,0.04,0.1,1.0,20.0,1.0,20.0,1.0,41.0,2.0,27.0,,,,,3921.57,588.24,,959.1,700.28,,,,0.4,0.0,64.4,33.83,31.0,10.73,0.285,1.01,0.505,0.04,0.049,0.182,,,,,0.001,0.001,7575000.0,2500.0,12520.0,,,,175.0,76.0,21.0,1.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.8,1.0,20.0,1.0,20.0,,,132.3,5070.0,,,,,,,,,,,,,,,,,,,,,,,
1112, Unidad de Monitoreo y Centro de Datos,Mayo 2019,2019-05-12 07:25:00,-25.1486,-59.6795,Montelindo,101.0,,,1166.0,6.54,7.59,726.0,90.0,824.0,20.9,26.0,,135.0,17.0,,13.0,,230.0,,,39.0,4.0,20.0,1.0,20.0,4.0,20.0,1.0,20.0,404.0,1547.0,23.0,58.0,0.04,0.335,3.0,20.0,1.0,20.0,1.0,20.0,,,,,,,12700.0,388.89,,,155.56,,,3.78,-41.6,0.5,73.7,99.0,154.0,269.0,2.3,,13.0,0.03,0.05,,,30.0,23000.0,,,,,,,,,,106.0,465.0,333.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,17.0,31.0,,,,,,,,,,,,,,,,,,,,,,,93.2,1.0,20.0,,,,,151.6,858.0,,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1113, Unidad de Monitoreo y Centro de Datos,Mayo 2019,2019-05-12 09:40:00,-24.7072,-59.6464,Salada,106.0,,,474.0,2.58,7.25,306.0,25.0,340.0,22.6,41.0,,164.0,15.0,,8.5,,41.0,,,15.0,3.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,200.0,20.0,95.0,45.0,0.04,0.1,1.0,20.0,1.0,20.0,1.0,20.0,1.0,24.0,,,,,,,,,960.0,,,,-22.0,0.1,29.9,138.0,31.0,105.0,1.6,,7.0,0.03,0.05,,,36.0,2100.0,,,,,,,,,,41.0,274.0,112.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,1.0,20.0,1.0,20.0,,,61.3,2110.0,,,,,,,,,,,,,,,,,,,,,,,
1114, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-02 09:00:00,-25.788,-58.0216,Montelindo,68.0,,,499.0,4.94,7.38,329.1,1.9,331.0,17.8,52.0,56.8,154.0,2.92,2.92,4.6,4.87,24.4,27.56,9.1,48.88,3.0,20.0,1.0,20.0,1.0,38.0,1.0,20.0,155.0,260.0,9.0,37.0,0.04,0.1,3.0,20.0,1.0,20.0,1.0,219.0,2.0,473.0,,,19473.68,,55263.16,14736.84,,112842.11,247894.74,,,,-29.9,0.2,52.8,124.23,35.8,40.41,0.41,1.28,0.22,0.03,0.049,0.234,,,,,0.001,0.001,8952000.0,1250.0,17530.0,,,,80.0,1128.0,179.0,1.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.6,1.0,20.0,1.0,20.0,,,108.5,2000.0,,,,,,,,,,,,,,,,,,,,,,,
1115, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-02 10:55:00,-25.2653,-57.7289,Porteño,55.0,,,546.0,7.06,7.46,326.2,31.8,358.0,18.5,52.5,54.5,146.0,2.18,2.43,6.03,6.93,46.58,48.73,8.8,61.1,2.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,292.0,709.0,35.0,57.0,0.04,0.1,1.0,20.0,1.0,20.0,1.0,56.0,3.0,102.0,,,,,13113.21,691.82,,1571.38,3113.21,,,,-34.7,0.2,76.1,105.04,57.7,41.92,0.202,0.71,0.66,0.026,0.039,0.491,,,,,0.001,0.001,17160000.0,2500.0,39940.0,,,,150.0,180.0,106.0,1.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,31.0,1.0,20.0,1.0,20.0,,,156.1,1831.0,,,,,,,,,,,,,,,,,,,,,,,
1116, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-03 08:35:00,-25.1072,-57.5468,Confuso,44.0,,,114.5,5.47,6.68,81.0,8.4,89.4,18.6,4.0,4.8,17.0,1.22,1.22,5.61,5.94,12.66,13.06,4.7,56.01,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,396.0,441.0,10.0,20.0,0.04,0.1,1.0,20.0,1.0,20.0,1.0,20.0,2.0,20.0,,,,,5357.14,,,,,,,,10.5,0.0,58.8,22.72,17.4,1.73,0.147,0.59,0.42,0.026,0.049,0.61,,,,,0.001,0.001,8800000.0,10470.0,81310.0,,,,175.0,54.0,20.0,1.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.33,1.0,20.0,1.0,20.0,,,121.4,8740.0,,,,,,,,,,,,,,,,,,,,,,,
1117, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-03 11:00:00,-24.1896,-58.2999,Negro,96.0,,,432.0,4.05,7.08,268.0,2.5,270.5,18.7,14.4,15.2,52.0,3.4,3.4,4.58,4.75,47.0,48.41,4.7,77.39,2.0,20.0,1.0,20.0,2.0,20.0,1.0,20.0,331.0,187.0,10.0,20.0,0.04,0.1,1.0,20.0,1.0,20.0,1.0,24.0,2.0,20.0,,,,,,,,7768.0,,,,,-13.2,0.1,43.9,60.6,48.5,14.6,0.702,2.28,0.88,0.025,0.059,0.924,,,1270.0,,0.001,0.001,3148000.0,,6360.0,,,,200.0,125.0,54.0,1.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.43,1.0,20.0,1.0,20.0,,,90.2,2320.0,,,,,,,,,,,,,,,,,,,,,,,
1118, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-03 12:10:00,-23.893,-58.4464,Montelindo,84.0,,,5460.0,3.9,7.18,3381.0,25.8,3406.8,18.9,128.6,130.2,530.0,49.8,50.0,6.37,6.9,951.3,1016.05,20.0,136.46,5.0,20.0,1.0,20.0,12.0,20.0,1.0,20.0,312.0,633.0,279.0,209.0,0.04,0.1,2.0,20.0,1.0,20.0,1.0,54.0,3.0,52.0,,,,,12441.86,,,1846.12,1899.22,,,,-18.5,2.4,42.3,94.43,1304.3,955.8,0.36,1.16,0.67,0.036,0.052,0.938,,,632.0,,0.001,0.001,11123000.0,,171900.0,,,,175.0,2018.0,1342.0,4.0,20.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,1.0,20.0,1.0,20.0,,,86.6,183.1,,,,,,,,,,,,,,,,,,,,,,,
1119, Unidad de Monitoreo y Centro de Datos,Julio 2019,2019-07-03 14:46:00,-23.2149,-59.2029,Verde,101.0,,,35400.0,,8.28,19700.0,38.1,19738.1,18.0,821.6,842.0,4050.0,462.0,474.0,31.41,33.93,8343.29,8379.49,18.1,43.79,35.0,35.0,1.0,20.0,53.0,62.0,1.0,20.0,958.0,929.0,775.0,706.0,0.04,0.2,11.0,20.0,1.0,20.0,1.0,20.0,,,0.0,,236.22,,,,,,,,,5.25,-81.9,22.2,,459.55,9498.9,8484.0,0.973,3.07,0.04,0.019,0.037,6.22,,,,,,,10144000.0,101760.0,979440.0,,0.001,,200.0,12684.0,15214.0,26.0,80.0,,66404.2,1417.32,,,,,,,,,,,,,,,,,,15.0,20.0,0.001,,0.5,,,,,,,,,,,,,,,,,,,90.9,16.7,1.0,20.0,,,,,,28.3,,1.0,20.0,,,,,,,,,,,,,,,,,,,,
1138, UMyCD,Agosto 2018,2018-08-16 10:45:00,-20.8207,-65.6675,Cotagaita,2645.0,0.804,2.0,1625.0,7.91,8.201,1630.0,39.0,1669.0,14.0,44.88,46.49,850.8,179.4,183.78,5.8,6.6,84.2,84.3,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.8,0.8,104.8,700.0,40.0,800.6,0.15,0.34,0.01,0.02,3.1,0.7,2.0,,,0.002,0.001,0.002,10.0,15.0,40.0,,,,3.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,81.6,,,,,,,160.5,615.0,,,,,,,,,,,,,,,,,,,,,,,
1139, UMyCD,Agosto 2018,2018-08-15 08:40:00,-19.5781,-65.8034,Aljamayu,3583.0,0.325,0.0,1243.0,7.92,7.143,844.0,489.0,1333.0,4.7,9.61,9.61,60.0,8.75,8.75,21.5,21.6,79.6,79.6,48.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,0.5,93.7,5.0,68.1,387.9,0.09,0.18,1.13,0.02,35.69,6.3,514.0,,,0.002,0.001,0.004,0.0,64.0,180.0,,,,17.0,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,424.0,,,,,,,129.6,804.0,,,,,,,,,,,,,,,,,,,,,,,
1140, UMyCD,Agosto 2018,2018-08-13 13:20:00,-19.3215,-65.552,Colavi,3638.0,0.535,0.0,273.0,6.95,5.828,180.0,14.0,194.0,12.5,22.44,25.65,88.0,7.77,13.61,1.2,1.2,2.1,2.2,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2,0.0,101.3,5.0,2.8,392.5,0.03,0.15,3.14,0.02,0.31,1.1,2.0,,,0.002,0.001,0.002,0.0,0.0,0.0,,,,3.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,68.0,,,,,,,136.5,3660.0,,,,,,,,,,,,,,,,,,,,,,,
1141, UMyCD,Agosto 2018,2018-08-14 11:55:00,-19.1437,-65.5655,Tacobamba,2815.0,0.796,0.0,709.0,6.76,8.609,464.0,23.0,487.0,18.5,32.06,36.07,354.3,66.6,67.58,5.4,5.9,20.4,20.5,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,0.3,101.2,190.0,6.6,65.4,0.25,0.8,0.01,0.02,1.2,1.1,2.0,,,0.002,0.001,0.001,120.0,3.0,10.0,,,,2.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,33.6,,,,,,,149.9,1410.0,,,,,,,,,,,,,,,,,,,,,,,
1142, UMyCD,Septiembre 2018,2018-09-03 10:50:00,-22.3781,-62.5186,Pilcomayo,250.0,0.517,22.0,1502.0,9.71,8.366,999.0,412.0,1418.0,15.5,91.0,,429.0,49.0,,8.0,,160.0,,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.8,0.7,99.7,174.0,207.0,358.0,0.2,,4.0,0.03,0.07,,,30.0,930.0,,0.001,,,,,,,,8.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0,,,,,,,204.0,666.0,,,,,,,,,,,,,,,,,,,,,,,
1143, UMyCD,Septiembre 2018,2018-09-03 14:20:00,-22.667,-62.2102,La Estrella,220.0,,,1479.0,9.55,8.335,900.0,530.0,1456.0,19.1,85.0,,420.0,50.0,,8.0,,160.0,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.9,0.7,105.2,172.0,211.0,389.0,0.2,,2.0,0.03,0.05,,,30.0,230.0,,0.001,,,,,,,,5.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,214.0,676.0,,,,,,,,,,,,,,,,,,,,,,,
1144, UMyCD,Septiembre 2018,2018-09-04 11:40:00,-23.1374,-61.9637,La Estrella,182.0,,,1494.0,9.3,8.375,940.0,478.0,1430.0,18.1,89.0,,436.0,52.0,,8.0,,160.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.9,0.7,100.1,172.0,208.0,358.0,0.2,,3.0,0.03,0.09,,,30.0,280.0,,0.001,,,,,,,,4.0,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,205.0,670.0,,,,,,,,,,,,,,,,,,,,,,,
1145, UMyCD,Septiembre 2018,2018-09-02 13:15:00,-24.3586,-60.3064,La Estrella,131.0,,,1356.0,5.66,7.8,900.0,2.0,904.0,14.2,128.0,,425.0,25.0,,7.0,,143.0,,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.0,0.6,55.7,190.0,160.0,320.0,0.2,,3.0,0.03,0.09,,,30.0,39000.0,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,115.6,738.0,,,,,,,,,,,,,,,,,,,,,,,
1146, UMyCD,Octubre 2018,2018-10-18 14:45:00,-24.7483,-58.833,Pilcomayo,83.0,,,5650.0,3.45,7.39,3511.0,29.2,3540.2,31.7,113.36,117.09,562.5,100.15,100.26,11.45,13.38,1189.95,1244.68,4.0,125.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.7,3.1,48.1,119.6,1189.6,817.57,0.783,2.45,0.54,0.048,0.049,1.03,,,,,0.001,0.001,24630000.0,4980.0,149280.0,,,,125.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,52.9,,,,,,,95.4,177.0,,,,,,,,,,,,,,,,,,,,,,,
1147, UMyCD,Octubre 2018,2018-10-16 12:05:00,-25.2645,-57.7247,Pilcomayo,67.0,,,137.0,2.6,6.74,98.5,32.5,131.0,24.1,4.13,5.18,19.0,2.25,2.32,4.16,6.11,20.75,20.84,1.8,75.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,0.0,31.2,22.7,15.7,12.13,0.374,1.245,0.823,0.18,0.12,0.801,,,,,0.001,0.001,12958000.0,2480.0,44640.0,,,,125.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,58.1,,,,,,,63.2,7300.0,,,,,,,,,,,,,,,,,,,,,,,
1148, UMyCD,Septiembre 2018,2018-09-02 07:00:00,-25.1487,-59.6794,Montelindo,105.0,,,35400.0,7.96,8.405,33800.0,2198.0,36004.0,11.0,603.0,,4328.0,685.0,,588.0,,10044.0,,7.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.5,21.8,72.6,416.0,5561.0,20415.0,2.3,,10.0,0.03,0.05,,,210.0,1500.0,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,151.3,28.3,,,,,,,,,,,,,,,,,,,,,,,
1149, UMyCD,Septiembre 2018,2018-09-02 10:00:00,-24.7072,-59.6464,Salada,107.0,,,4400.0,8.72,8.088,3012.0,134.0,3198.0,15.7,177.0,,828.0,94.0,,69.0,,820.0,,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.0,2.3,87.8,261.0,596.0,1346.0,0.2,,5.0,0.03,0.14,,,91.0,750.0,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7,,,,,,,182.3,228.0,,,,,,,,,,,,,,,,,,,,,,,
1150, UMyCD,Octubre 2018,2018-10-16 09:05:00,-25.7878,-58.0213,Montelindo,90.0,,,1879.0,6.09,7.5,1184.2,31.8,1216.0,22.6,76.05,87.35,225.0,31.81,33.94,7.31,8.31,350.69,400.41,1.9,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.1,0.9,71.2,100.0,256.7,414.74,0.561,1.82,1.071,0.111,0.07,0.245,,,,,0.001,0.001,17105000.0,3660.0,12430.0,,,,62.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,52.1,,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,
